"res","h3_address","lng","lat"
3,"834b35fffffffff",122.235,30.078
3,"834b36fffffffff",120.745,28.863
3,"834b40fffffffff",133.147,30.708
3,"834b41fffffffff",134.357,30.9
3,"834b42fffffffff",132.723,29.797
3,"834b43fffffffff",133.929,29.995
3,"834b44fffffffff",132.364,31.405
3,"834b45fffffffff",133.573,31.604
3,"834b46fffffffff",131.942,30.504
3,"834b48fffffffff",136.353,30.358
3,"834b49fffffffff",137.569,30.522
3,"834b4afffffffff",135.922,29.45
3,"834b4bfffffffff",137.135,29.62
3,"834b4cfffffffff",135.57,31.082
3,"834b4dfffffffff",136.787,31.251
3,"834b4efffffffff",135.14,30.182
3,"834b50fffffffff",131.104,28.659
3,"834b51fffffffff",132.301,28.873
3,"834b52fffffffff",130.687,27.717
3,"834b53fffffffff",131.881,27.935
3,"834b54fffffffff",130.327,29.369
3,"834b55fffffffff",131.522,29.588
3,"834b56fffffffff",129.913,28.435
3,"834b58fffffffff",134.284,28.341
3,"834b59fffffffff",135.492,28.527
3,"834b5afffffffff",133.858,27.399
3,"834b5bfffffffff",135.063,27.591
3,"834b5cfffffffff",133.503,29.076
3,"834b5dfffffffff",134.711,29.269
3,"834b5efffffffff",133.08,28.143
3,"834b60fffffffff",132.004,32.966
3,"834b61fffffffff",133.215,33.165
3,"834b62fffffffff",131.582,32.088
3,"834b63fffffffff",132.789,32.292
3,"834b64fffffffff",131.22,33.624
3,"834b65fffffffff",132.429,33.829
3,"834b66fffffffff",130.8,32.755
3,"834b68fffffffff",135.217,32.666
3,"834b69fffffffff",136.266,32.948
3,"834b6afffffffff",134.786,31.791
3,"834b6bfffffffff",136.002,31.966
3,"834b6cfffffffff",134.383,33.38
3,"834b6dfffffffff",135.425,33.673
3,"834b6efffffffff",134.001,32.485
3,"834b70fffffffff",129.966,30.975
3,"834b71fffffffff",131.162,31.195
3,"834b72fffffffff",129.552,30.064
3,"834b73fffffffff",130.743,30.289
3,"834b74fffffffff",129.189,31.645
3,"834b75fffffffff",130.382,31.872
3,"834b76fffffffff",128.777,30.743
3,"834b80fffffffff",122.188,22.272
3,"834b81fffffffff",123.303,22.546
3,"834b82fffffffff",121.814,21.263
3,"834b83fffffffff",122.923,21.537
3,"834b84fffffffff",121.456,22.992
3,"834b85fffffffff",122.564,23.272
3,"834b86fffffffff",121.086,21.992
3,"834b88fffffffff",125.177,22.069
3,"834b89fffffffff",126.321,22.326
3,"834b8afffffffff",124.789,21.052
3,"834b8bfffffffff",125.928,21.31
3,"834b8cfffffffff",124.43,22.815
3,"834b8dfffffffff",125.568,23.077
3,"834b8efffffffff",124.045,21.806
3,"834b90fffffffff",120.353,19.968
3,"834b91fffffffff",121.443,20.247
3,"834b92fffffffff",119.991,18.947
3,"834b93fffffffff",121.075,19.223
3,"834b94fffffffff",119.636,20.7
3,"834b95fffffffff",120.718,20.984
3,"834b96fffffffff",119.277,19.686
3,"834b98fffffffff",123.282,19.764
3,"834b99fffffffff",124.404,20.027
3,"834b9afffffffff",122.904,18.731
3,"834b9bfffffffff",124.021,18.994
3,"834b9cfffffffff",122.546,20.52
3,"834b9dfffffffff",123.662,20.789
3,"834b9efffffffff",122.172,19.496
3,"834ba0fffffffff",121.096,24.68
3,"834ba1fffffffff",122.203,24.966
3,"834ba2fffffffff",120.727,23.697
3,"834ba3fffffffff",121.828,23.983
3,"834ba4fffffffff",120.368,25.362
3,"834ba5fffffffff",121.468,25.653
3,"834ba6fffffffff",120.002,24.389
3,"834ba8fffffffff",124.069,24.537
3,"834ba9fffffffff",125.207,24.803
3,"834baafffffffff",123.684,23.546
3,"834babfffffffff",124.817,23.814
3,"834bacfffffffff",123.323,25.245
3,"834badfffffffff",124.456,25.517
3,"834baefffffffff",122.942,24.263
3,"834bb0fffffffff",119.279,22.416
3,"834bb1fffffffff",120.361,22.706
3,"834bb2fffffffff",118.926,21.452
3,"834bb3fffffffff",119.997,21.707
3,"834bb4fffffffff",118.581,23.263
3,"834bb5fffffffff",119.639,23.406
3,"834bb6fffffffff",118.226,22.301
3,"834c00fffffffff",-67.132,23.718
3,"834c02fffffffff",-67.955,23.531
3,"834c03fffffffff",-67.195,22.944
3,"834c04fffffffff",-66.582,24.309
3,"834c05fffffffff",-66.349,23.422
3,"834c06fffffffff",-67.581,24.378
3,"834c10fffffffff",-69.319,24.048
3,"834c11fffffffff",-68.791,23.337
3,"834c12fffffffff",-70.183,23.848
3,"834c13fffffffff",-69.639,23.135
3,"834c14fffffffff",-68.996,24.958
3,"834c15fffffffff",-68.469,24.24
3,"834c16fffffffff",-69.862,24.768
3,"834c18fffffffff",-68.152,21.922
3,"834c19fffffffff",-67.322,21.351
3,"834c1afffffffff",-69.056,21.681
3,"834c1bfffffffff",-68.219,21.11
3,"834c1cfffffffff",-68.085,22.719
3,"834c1dfffffffff",-67.258,22.155
3,"834c1efffffffff",-68.985,22.487
3,"834c20fffffffff",-65.132,24.599
3,"834c21fffffffff",-64.836,23.682
3,"834c22fffffffff",-66.015,24.91
3,"834c23fffffffff",-65.713,24
3,"834c24fffffffff",-64.534,25.207
3,"834c25fffffffff",-64.24,24.278
3,"834c26fffffffff",-65.433,25.519
3,"834c28fffffffff",-65.606,22.257
3,"834c29fffffffff",-65.658,21.385
3,"834c2afffffffff",-66.401,22.573
3,"834c2bfffffffff",-66.453,21.711
3,"834c2cfffffffff",-64.75,22.8
3,"834c2dfffffffff",-64.801,21.931
3,"834c2efffffffff",-65.555,23.116
3,"834c30fffffffff",-67.452,25.724
3,"834c31fffffffff",-66.993,25.04
3,"834c32fffffffff",-68.517,25.73
3,"834c33fffffffff",-68.042,25.048
3,"834c34fffffffff",-66.847,26.407
3,"834c35fffffffff",-66.391,25.71
3,"834c36fffffffff",-67.925,26.419
3,"834c80fffffffff",-73.162,22.239
3,"834c81fffffffff",-72.572,21.528
3,"834c82fffffffff",-74.074,21.992
3,"834c83fffffffff",-73.468,21.281
3,"834c84fffffffff",-72.852,23.194
3,"834c85fffffffff",-72.262,22.476
3,"834c86fffffffff",-73.767,22.958
3,"834c88fffffffff",-71.908,20.061
3,"834c89fffffffff",-71.05,19.483
3,"834c8afffffffff",-72.853,19.777
3,"834c8bfffffffff",-71.99,19.199
3,"834c8cfffffffff",-71.826,20.907
3,"834c8dfffffffff",-70.971,20.336
3,"834c8efffffffff",-72.767,20.632
3,"834c90fffffffff",-75.634,22.457
3,"834c91fffffffff",-74.998,21.737
3,"834c92fffffffff",-76.586,22.192
3,"834c93fffffffff",-75.934,21.472
3,"834c94fffffffff",-75.332,23.44
3,"834c95fffffffff",-74.695,22.712
3,"834c96fffffffff",-76.287,23.186
3,"834c98fffffffff",-74.676,20.055
3,"834c99fffffffff",-73.807,19.485
3,"834c9afffffffff",-75.593,19.78
3,"834c9bfffffffff",-74.769,19.184
3,"834c9cfffffffff",-74.377,21.025
3,"834c9dfffffffff",-73.718,20.348
3,"834c9efffffffff",-75.297,20.759
3,"834ca0fffffffff",-71.633,24.363
3,"834ca1fffffffff",-71.06,23.639
3,"834ca2fffffffff",-72.539,24.146
3,"834ca3fffffffff",-71.95,23.421
3,"834ca4fffffffff",-71.313,25.3
3,"834ca5fffffffff",-70.741,24.57
3,"834ca6fffffffff",-72.222,25.094
3,"834ca8fffffffff",-70.815,21.996
3,"834ca9fffffffff",-69.97,21.432
3,"834caafffffffff",-71.687,21.767
3,"834cabfffffffff",-70.893,21.174
3,"834cacfffffffff",-70.501,22.924
3,"834cadfffffffff",-69.896,22.246
3,"834caefffffffff",-71.375,22.704
3,"834cb0fffffffff",-74.078,24.655
3,"834cb1fffffffff",-73.457,23.92
3,"834cb2fffffffff",-75.025,24.42
3,"834cb3fffffffff",-74.388,23.685
3,"834cb4fffffffff",-73.764,25.62
3,"834cb5fffffffff",-73.143,24.879
3,"834cb6fffffffff",-74.714,25.397
3,"834cc0fffffffff",-67.581,17.989
3,"834cc1fffffffff",-66.743,17.389
3,"834cc2fffffffff",-68.493,17.712
3,"834cc3fffffffff",-67.647,17.111
3,"834cc4fffffffff",-67.516,18.852
3,"834cc5fffffffff",-66.681,18.257
3,"834cc6fffffffff",-68.424,18.584
3,"834cc8fffffffff",-65.968,15.896
3,"834cc9fffffffff",-65.158,15.497
3,"834ccafffffffff",-66.869,15.608
3,"834ccbfffffffff",-66.028,14.993
3,"834cccfffffffff",-65.916,16.84
3,"834ccdfffffffff",-65.107,16.452
3,"834ccefffffffff",-66.806,16.506
3,"834cd0fffffffff",-70.271,18.024
3,"834cd1fffffffff",-69.415,17.427
3,"834cd2fffffffff",-71.209,17.731
3,"834cd3fffffffff",-70.347,17.134
3,"834cd4fffffffff",-70.195,18.899
3,"834cd5fffffffff",-69.342,18.308
3,"834cd6fffffffff",-71.129,18.615
3,"834cd8fffffffff",-68.633,15.924
3,"834cd9fffffffff",-67.781,15.311
3,"834cdafffffffff",-69.563,15.62
3,"834cdbfffffffff",-68.704,15.007
3,"834cdcfffffffff",-68.563,16.826
3,"834cddfffffffff",-67.714,16.219
3,"834cdefffffffff",-69.489,16.531
3,"834ce0fffffffff",-66.557,19.95
3,"834ce1fffffffff",-65.761,19.604
3,"834ce2fffffffff",-67.451,19.7
3,"834ce3fffffffff",-66.619,19.111
3,"834ce4fffffffff",-66.505,20.837
3,"834ce5fffffffff",-65.709,20.501
3,"834ce6fffffffff",-67.386,20.533
3,"834ce8fffffffff",-65.004,18.328
3,"834ce9fffffffff",-64.185,17.951
3,"834ceafffffffff",-65.864,17.773
3,"834cebfffffffff",-65.055,17.396
3,"834cecfffffffff",-64.953,19.247
3,"834cedfffffffff",-64.135,18.881
3,"834ceefffffffff",-65.812,18.695
3,"834cf0fffffffff",-69.198,20.025
3,"834cf1fffffffff",-68.355,19.441
3,"834cf2fffffffff",-70.119,19.758
3,"834cf3fffffffff",-69.27,19.174
3,"834cf4fffffffff",-69.127,20.861
3,"834cf5fffffffff",-68.287,20.283
3,"834cf6fffffffff",-70.044,20.603
3,"834d00fffffffff",-62.929,28.043
3,"834d01fffffffff",-62.635,27.08
3,"834d02fffffffff",-63.884,28.353
3,"834d03fffffffff",-63.582,27.399
3,"834d04fffffffff",-62.256,28.694
3,"834d05fffffffff",-61.965,27.721
3,"834d06fffffffff",-63.228,29.007
3,"834d08fffffffff",-62.995,25.498
3,"834d09fffffffff",-62.711,24.551
3,"834d0afffffffff",-63.919,25.823
3,"834d0bfffffffff",-63.626,24.884
3,"834d0cfffffffff",-62.347,26.12
3,"834d0dfffffffff",-62.064,25.162
3,"834d0efffffffff",-63.286,26.447
3,"834d10fffffffff",-65.389,29.246
3,"834d11fffffffff",-64.931,28.497
3,"834d12fffffffff",-66.526,29.276
3,"834d13fffffffff",-66.049,28.529
3,"834d14fffffffff",-64.711,29.97
3,"834d15fffffffff",-64.258,29.207
3,"834d16fffffffff",-65.862,30.007
3,"834d18fffffffff",-65.139,27.07
3,"834d19fffffffff",-64.833,26.137
3,"834d1afffffffff",-66.225,27.097
3,"834d1bfffffffff",-65.773,26.387
3,"834d1cfffffffff",-64.52,27.707
3,"834d1dfffffffff",-64.217,26.764
3,"834d1efffffffff",-65.587,27.794
3,"834d20fffffffff",-60.565,29.025
3,"834d21fffffffff",-60.286,28.033
3,"834d22fffffffff",-61.563,29.353
3,"834d23fffffffff",-61.275,28.369
3,"834d24fffffffff",-59.834,29.688
3,"834d25fffffffff",-59.558,28.686
3,"834d26fffffffff",-60.85,30.019
3,"834d28fffffffff",-60.716,26.409
3,"834d29fffffffff",-60.444,25.432
3,"834d2afffffffff",-61.679,26.75
3,"834d2bfffffffff",-61.399,25.781
3,"834d2cfffffffff",-60.012,27.043
3,"834d2dfffffffff",-59.744,26.056
3,"834d2efffffffff",-60.992,27.388
3,"834d30fffffffff",-62.857,30.643
3,"834d31fffffffff",-62.553,29.668
3,"834d32fffffffff",-64.014,30.699
3,"834d33fffffffff",-63.567,29.922
3,"834d34fffffffff",-62.159,31.321
3,"834d35fffffffff",-61.858,30.337
3,"834d36fffffffff",-63.298,31.433
3,"834d40fffffffff",-61.422,21.437
3,"834d41fffffffff",-61.469,20.528
3,"834d42fffffffff",-62.27,21.794
3,"834d43fffffffff",-62.318,20.894
3,"834d44fffffffff",-60.517,21.977
3,"834d45fffffffff",-60.563,21.071
3,"834d46fffffffff",-61.374,22.334
3,"834d48fffffffff",-62.416,19.056
3,"834d49fffffffff",-62.465,18.117
3,"834d4afffffffff",-63.255,19.432
3,"834d4bfffffffff",-63.305,18.504
3,"834d4cfffffffff",-61.517,19.605
3,"834d4dfffffffff",-61.565,18.669
3,"834d4efffffffff",-62.367,19.981
3,"834d50fffffffff",-63.058,23.015
3,"834d51fffffffff",-63.107,22.139
3,"834d52fffffffff",-63.951,23.353
3,"834d53fffffffff",-63.934,22.475
3,"834d54fffffffff",-62.431,23.607
3,"834d55fffffffff",-62.221,22.68
3,"834d56fffffffff",-63.34,23.948
3,"834d58fffffffff",-64.034,20.704
3,"834d59fffffffff",-64.084,19.799
3,"834d5afffffffff",-64.851,21.049
3,"834d5bfffffffff",-64.902,20.155
3,"834d5cfffffffff",-63.156,21.25
3,"834d5dfffffffff",-63.206,20.348
3,"834d5efffffffff",-63.984,21.596
3,"834d60fffffffff",-58.727,22.145
3,"834d61fffffffff",-58.771,21.232
3,"834d62fffffffff",-59.663,22.525
3,"834d63fffffffff",-59.649,21.61
3,"834d64fffffffff",-58.022,22.731
3,"834d65fffffffff",-57.84,21.766
3,"834d66fffffffff",-58.973,23.116
3,"834d68fffffffff",-59.741,19.764
3,"834d69fffffffff",-59.787,18.82
3,"834d6afffffffff",-60.61,20.151
3,"834d6bfffffffff",-60.657,19.218
3,"834d6cfffffffff",-58.816,20.306
3,"834d6dfffffffff",-58.862,19.365
3,"834d6efffffffff",-59.695,20.694
3,"834d70fffffffff",-60.856,23.854
3,"834d71fffffffff",-60.593,22.896
3,"834d72fffffffff",-61.787,24.207
3,"834d73fffffffff",-61.516,23.257
3,"834d74fffffffff",-60.179,24.459
3,"834d75fffffffff",-59.918,23.49
3,"834d76fffffffff",-61.125,24.816
3,"834d80fffffffff",-70.568,28.565
3,"834d81fffffffff",-70.032,27.84
3,"834d82fffffffff",-71.706,28.55
3,"834d83fffffffff",-71.152,27.83
3,"834d84fffffffff",-69.968,29.309
3,"834d85fffffffff",-69.433,28.57
3,"834d86fffffffff",-71.121,29.3
3,"834d88fffffffff",-70.092,26.419
3,"834d89fffffffff",-69.537,25.684
3,"834d8afffffffff",-70.99,26.233
3,"834d8bfffffffff",-70.418,25.497
3,"834d8cfffffffff",-69.512,27.126
3,"834d8dfffffffff",-69.007,26.423
3,"834d8efffffffff",-70.614,27.119
3,"834d90fffffffff",-73.433,29.252
3,"834d91fffffffff",-72.798,28.487
3,"834d92fffffffff",-74.413,29.063
3,"834d93fffffffff",-73.76,28.297
3,"834d94fffffffff",-72.866,30.021
3,"834d95fffffffff",-72.277,29.281
3,"834d96fffffffff",-74.041,29.987
3,"834d98fffffffff",-72.504,26.784
3,"834d99fffffffff",-71.901,26.038
3,"834d9afffffffff",-73.446,26.581
3,"834d9bfffffffff",-72.826,25.834
3,"834d9cfffffffff",-72.179,27.729
3,"834d9dfffffffff",-71.577,26.977
3,"834d9efffffffff",-73.124,27.537
3,"834da0fffffffff",-68.182,30.053
3,"834da1fffffffff",-67.669,29.297
3,"834da2fffffffff",-69.349,30.061
3,"834da3fffffffff",-68.816,29.308
3,"834da4fffffffff",-67.529,30.806
3,"834da5fffffffff",-67.02,30.035
3,"834da6fffffffff",-68.712,30.82
3,"834da8fffffffff",-67.801,27.835
3,"834da9fffffffff",-67.316,27.115
3,"834daafffffffff",-68.915,27.842
3,"834dabfffffffff",-68.412,27.125
3,"834dacfffffffff",-67.172,28.552
3,"834dadfffffffff",-66.691,27.819
3,"834daefffffffff",-68.301,28.566
3,"834db0fffffffff",-71.089,30.817
3,"834db1fffffffff",-70.519,30.058
3,"834db2fffffffff",-72.281,30.799
3,"834db3fffffffff",-71.692,30.045
3,"834db4fffffffff",-70.467,31.598
3,"834db5fffffffff",-69.899,30.824
3,"834db6fffffffff",-71.677,31.586
3,"834e00fffffffff",152.071,20.31
3,"834e01fffffffff",150.935,20.226
3,"834e02fffffffff",152.501,21.276
3,"834e03fffffffff",151.36,21.19
3,"834e04fffffffff",152.774,19.428
3,"834e05fffffffff",151.646,19.344
3,"834e06fffffffff",153.208,20.387
3,"834e08fffffffff",149.066,21.011
3,"834e09fffffffff",147.905,20.91
3,"834e0afffffffff",149.496,21.975
3,"834e0bfffffffff",148.336,21.881
3,"834e0cfffffffff",149.79,20.134
3,"834e0dfffffffff",148.636,20.034
3,"834e0efffffffff",150.219,21.104
3,"834e10fffffffff",154.113,22.333
3,"834e11fffffffff",152.942,22.253
3,"834e12fffffffff",154.583,23.322
3,"834e13fffffffff",153.394,23.239
3,"834e14fffffffff",154.82,21.426
3,"834e15fffffffff",153.654,21.355
3,"834e16fffffffff",155.296,22.407
3,"834e18fffffffff",151.057,23.05
3,"834e19fffffffff",149.909,22.945
3,"834e1afffffffff",151.485,24.043
3,"834e1bfffffffff",150.319,23.934
3,"834e1cfffffffff",151.784,22.164
3,"834e1dfffffffff",150.64,22.069
3,"834e1efffffffff",152.219,23.149
3,"834e20fffffffff",153.05,17.564
3,"834e21fffffffff",151.928,17.472
3,"834e22fffffffff",153.47,18.541
3,"834e23fffffffff",152.351,18.456
3,"834e24fffffffff",153.742,16.67
3,"834e25fffffffff",152.629,16.576
3,"834e26fffffffff",154.16,17.65
3,"834e28fffffffff",150.082,18.264
3,"834e29fffffffff",148.933,18.157
3,"834e2afffffffff",150.509,19.252
3,"834e2bfffffffff",149.362,19.152
3,"834e2cfffffffff",150.797,17.372
3,"834e2dfffffffff",149.655,17.264
3,"834e2efffffffff",151.222,18.364
3,"834e30fffffffff",155.048,19.558
3,"834e31fffffffff",153.904,19.497
3,"834e32fffffffff",155.517,20.519
3,"834e33fffffffff",154.356,20.456
3,"834e34fffffffff",155.729,18.662
3,"834e35fffffffff",154.59,18.609
3,"834e36fffffffff",156.202,19.613
3,"834e40fffffffff",143.946,19.548
3,"834e41fffffffff",142.76,19.405
3,"834e42fffffffff",144.379,20.554
3,"834e43fffffffff",143.192,20.417
3,"834e44fffffffff",144.695,18.671
3,"834e45fffffffff",143.514,18.53
3,"834e46fffffffff",145.128,19.682
3,"834e48fffffffff",140.809,20.118
3,"834e49fffffffff",139.614,19.956
3,"834e4afffffffff",141.241,21.13
3,"834e4bfffffffff",140.045,20.973
3,"834e4cfffffffff",141.57,19.254
3,"834e4dfffffffff",140.378,19.095
3,"834e4efffffffff",142.002,20.272
3,"834e50fffffffff",145.993,21.667
3,"834e51fffffffff",144.812,21.547
3,"834e52fffffffff",146.427,22.64
3,"834e53fffffffff",145.246,22.526
3,"834e54fffffffff",146.736,20.8
3,"834e55fffffffff",145.56,20.681
3,"834e56fffffffff",147.168,21.779
3,"834e58fffffffff",142.869,22.271
3,"834e59fffffffff",141.674,22.129
3,"834e5afffffffff",143.303,23.25
3,"834e5bfffffffff",142.108,23.115
3,"834e5cfffffffff",143.626,21.417
3,"834e5dfffffffff",142.435,21.278
3,"834e5efffffffff",144.06,22.403
3,"834e60fffffffff",145.01,16.759
3,"834e61fffffffff",143.833,16.614
3,"834e62fffffffff",145.441,17.787
3,"834e63fffffffff",144.264,17.648
3,"834e64fffffffff",145.752,15.864
3,"834e65fffffffff",144.58,15.72
3,"834e66fffffffff",146.182,16.896
3,"834e68fffffffff",141.897,17.347
3,"834e69fffffffff",140.709,17.185
3,"834e6afffffffff",142.328,18.382
3,"834e6bfffffffff",141.139,18.225
3,"834e6cfffffffff",142.652,16.461
3,"834e6dfffffffff",141.467,16.301
3,"834e6efffffffff",143.082,17.501
3,"834e70fffffffff",147.043,18.928
3,"834e71fffffffff",145.872,18.804
3,"834e72fffffffff",147.473,19.925
3,"834e73fffffffff",146.304,19.808
3,"834e74fffffffff",147.776,18.041
3,"834e75fffffffff",146.612,17.918
3,"834e76fffffffff",148.206,19.044
3,"834e80fffffffff",155.328,27.278
3,"834e81fffffffff",154.078,27.182
3,"834e82fffffffff",155.845,28.306
3,"834e83fffffffff",154.575,28.21
3,"834e84fffffffff",156.069,26.341
3,"834e85fffffffff",154.825,26.256
3,"834e86fffffffff",156.591,27.363
3,"834e88fffffffff",152.076,27.986
3,"834e89fffffffff",150.849,27.859
3,"834e8afffffffff",152.546,29.019
3,"834e8bfffffffff",151.299,28.89
3,"834e8cfffffffff",152.841,27.076
3,"834e8dfffffffff",151.619,26.96
3,"834e8efffffffff",153.318,28.103
3,"834e90fffffffff",157.678,29.424
3,"834e91fffffffff",156.376,29.34
3,"834e92fffffffff",158.244,30.462
3,"834e93fffffffff",156.921,30.38
3,"834e94fffffffff",158.421,28.465
3,"834e95fffffffff",157.127,28.391
3,"834e96fffffffff",158.992,29.496
3,"834e98fffffffff",154.313,30.177
3,"834e99fffffffff",153.03,30.059
3,"834e9afffffffff",154.831,31.223
3,"834e9bfffffffff",153.527,31.104
3,"834e9cfffffffff",155.085,29.244
3,"834e9dfffffffff",153.809,29.137
3,"834e9efffffffff",155.61,30.285
3,"834ea0fffffffff",156.284,24.395
3,"834ea1fffffffff",155.066,24.32
3,"834ea2fffffffff",156.798,25.402
3,"834ea3fffffffff",155.561,25.327
3,"834ea4fffffffff",156.995,23.462
3,"834ea5fffffffff",155.784,23.396
3,"834ea6fffffffff",157.514,24.461
3,"834ea8fffffffff",153.124,25.148
3,"834ea9fffffffff",151.925,25.045
3,"834eaafffffffff",153.594,26.161
3,"834eabfffffffff",152.377,26.056
3,"834eacfffffffff",153.859,24.236
3,"834eadfffffffff",152.665,24.144
3,"834eaefffffffff",154.336,25.242
3,"834eb0fffffffff",158.591,26.481
3,"834eb1fffffffff",157.325,26.417
3,"834eb2fffffffff",159.151,27.501
3,"834eb3fffffffff",157.866,27.438
3,"834eb4fffffffff",159.303,25.523
3,"834eb5fffffffff",158.046,25.468
3,"834eb6fffffffff",159.867,26.535
3,"834ec0fffffffff",146.89,26.411
3,"834ec1fffffffff",145.752,26.254
3,"834ec2fffffffff",147.269,27.424
3,"834ec3fffffffff",146.112,27.264
3,"834ec4fffffffff",147.659,25.552
3,"834ec5fffffffff",146.522,25.407
3,"834ec6fffffffff",148.047,26.56
3,"834ec8fffffffff",143.853,26.921
3,"834ec9fffffffff",142.652,26.802
3,"834ecafffffffff",144.185,27.929
3,"834ecbfffffffff",143.066,27.742
3,"834eccfffffffff",144.611,26.106
3,"834ecdfffffffff",143.415,25.991
3,"834ecefffffffff",144.973,27.095
3,"834ed0fffffffff",148.855,28.604
3,"834ed1fffffffff",147.659,28.447
3,"834ed2fffffffff",149.277,29.637
3,"834ed3fffffffff",148.061,29.477
3,"834ed4fffffffff",149.639,27.723
3,"834ed5fffffffff",148.445,27.578
3,"834ed6fffffffff",150.069,28.752
3,"834ed8fffffffff",145.685,29.131
3,"834ed9fffffffff",144.527,28.946
3,"834edafffffffff",146.057,30.162
3,"834edbfffffffff",144.878,29.972
3,"834edcfffffffff",146.482,28.282
3,"834eddfffffffff",145.324,28.109
3,"834edefffffffff",146.863,29.309
3,"834ee0fffffffff",148.034,23.695
3,"834ee1fffffffff",146.861,23.598
3,"834ee2fffffffff",148.419,24.687
3,"834ee3fffffffff",147.282,24.554
3,"834ee4fffffffff",148.768,22.839
3,"834ee5fffffffff",147.601,22.744
3,"834ee6fffffffff",149.169,23.818
3,"834ee8fffffffff",144.93,24.335
3,"834ee9fffffffff",143.739,24.216
3,"834eeafffffffff",145.366,25.28
3,"834eebfffffffff",144.175,25.168
3,"834eecfffffffff",145.681,23.492
3,"834eedfffffffff",144.495,23.376
3,"834eeefffffffff",146.116,24.444
3,"834ef0fffffffff",149.986,25.82
3,"834ef1fffffffff",148.814,25.69
3,"834ef2fffffffff",150.412,26.835
3,"834ef3fffffffff",149.221,26.702
3,"834ef4fffffffff",150.741,24.933
3,"834ef5fffffffff",149.572,24.814
3,"834ef6fffffffff",151.174,25.942
3,"834f00fffffffff",156.853,14.069
3,"834f01fffffffff",155.78,13.976
3,"834f02fffffffff",157.261,15.05
3,"834f03fffffffff",156.19,14.965
3,"834f04fffffffff",157.51,13.173
3,"834f05fffffffff",156.445,13.077
3,"834f06fffffffff",157.914,14.156
3,"834f08fffffffff",154.012,14.777
3,"834f09fffffffff",152.905,14.674
3,"834f0afffffffff",154.428,15.773
3,"834f0bfffffffff",153.324,15.678
3,"834f0cfffffffff",154.693,13.876
3,"834f0dfffffffff",153.595,13.771
3,"834f0efffffffff",155.107,14.875
3,"834f10fffffffff",158.838,16.011
3,"834f11fffffffff",157.709,15.986
3,"834f12fffffffff",159.339,16.932
3,"834f13fffffffff",158.195,16.906
3,"834f14fffffffff",159.471,15.12
3,"834f15fffffffff",158.349,15.102
3,"834f16fffffffff",159.974,16.03
3,"834f18fffffffff",155.933,16.837
3,"834f19fffffffff",154.843,16.757
3,"834f1afffffffff",156.399,17.767
3,"834f1bfffffffff",155.267,17.722
3,"834f1cfffffffff",156.6,15.944
3,"834f1dfffffffff",155.52,15.862
3,"834f1efffffffff",157.059,16.875
3,"834f20fffffffff",157.757,11.283
3,"834f21fffffffff",156.698,11.175
3,"834f22fffffffff",158.159,12.278
3,"834f23fffffffff",157.104,12.179
3,"834f24fffffffff",158.402,10.39
3,"834f25fffffffff",157.353,10.278
3,"834f26fffffffff",158.801,11.386
3,"834f28fffffffff",154.957,11.964
3,"834f29fffffffff",153.864,11.849
3,"834f2afffffffff",155.368,12.975
3,"834f2bfffffffff",154.279,12.867
3,"834f2cfffffffff",155.628,11.062
3,"834f2dfffffffff",154.544,10.944
3,"834f2efffffffff",156.037,12.074
3,"834f30fffffffff",159.598,13.349
3,"834f31fffffffff",158.561,13.263
3,"834f32fffffffff",160.093,14.235
3,"834f33fffffffff",158.978,14.222
3,"834f34fffffffff",160.227,12.461
3,"834f35fffffffff",159.2,12.372
3,"834f36fffffffff",160.705,13.356
3,"834f40fffffffff",149.096,13.288
3,"834f41fffffffff",147.949,13.152
3,"834f42fffffffff",149.521,14.325
3,"834f43fffffffff",148.375,14.195
3,"834f44fffffffff",149.812,12.379
3,"834f45fffffffff",148.671,12.242
3,"834f46fffffffff",150.236,13.418
3,"834f48fffffffff",146.06,13.917
3,"834f49fffffffff",144.893,13.768
3,"834f4afffffffff",146.489,14.963
3,"834f4bfffffffff",145.322,14.82
3,"834f4cfffffffff",146.794,13.009
3,"834f4dfffffffff",145.632,12.86
3,"834f4efffffffff",147.221,14.059
3,"834f50fffffffff",151.082,15.467
3,"834f51fffffffff",149.947,15.351
3,"834f52fffffffff",151.505,16.475
3,"834f53fffffffff",150.372,16.367
3,"834f54fffffffff",151.787,14.564
3,"834f55fffffffff",150.659,14.448
3,"834f56fffffffff",152.208,15.576
3,"834f58fffffffff",148.077,16.13
3,"834f59fffffffff",146.918,16
3,"834f5afffffffff",148.505,17.149
3,"834f5bfffffffff",147.347,17.026
3,"834f5cfffffffff",148.802,15.229
3,"834f5dfffffffff",147.649,15.1
3,"834f5efffffffff",149.229,16.252
3,"834f60fffffffff",150.101,10.418
3,"834f61fffffffff",148.965,10.274
3,"834f62fffffffff",150.522,11.468
3,"834f63fffffffff",149.389,11.33
3,"834f64fffffffff",150.807,9.506
3,"834f65fffffffff",149.679,9.36
3,"834f66fffffffff",151.227,10.557
3,"834f68fffffffff",147.097,11.038
3,"834f69fffffffff",145.94,10.883
3,"834f6afffffffff",147.523,12.099
3,"834f6bfffffffff",146.367,11.95
3,"834f6cfffffffff",147.822,10.124
3,"834f6dfffffffff",146.671,9.969
3,"834f6efffffffff",148.247,11.187
3,"834f70fffffffff",152.066,12.635
